% # iter+eval+sigma+0+0+xmean (randomSeed=3, Sun Sep 13 20:06:28 2020)
0	0	3.0000e+00	0	0	0	0
1	4096	2.9081e+00	0	0	0.0118553	0.0323361
2	8192	3.0230e+00	0	0	0.127824	0.0377566
3	12288	3.0426e+00	0	0	0.0647332	0.0235607
4	16384	2.9464e+00	0	0	0.0702559	0.000505247
5	20480	3.0292e+00	0	0	0.0324349	-0.115811
