% # iter+eval+sigma+idxmaxSD+idxminSD+stddev (randomSeed=3, Sun Sep 13 20:06:28 2020)
0	0	3.0000e+00	2	2	3	3
1	4096	2.9081e+00	2	1	1.58164	2.5984
2	8192	3.0230e+00	2	1	1.40781	2.53452
3	12288	3.0426e+00	2	1	1.29447	2.39219
4	16384	2.9464e+00	2	1	1.16519	2.1517
5	20480	3.0292e+00	2	1	1.14349	2.17345
